,marketId,marketCode,name,referencePair,base,counter,type,tickSize,qtyIncrement,listingDate,endDate,marginCurrency,contractValCurrency,upperPriceBound,lowerPriceBound,marketPrice,cycleType,tags,
,0,14001000000000,BAND-USD,BAND/USD Spot,BAND/USD,BAND,USD,SPOT,0.001,0.1,1598356800000.0,USD,BAND,9.647,7.129,8.388,
,1,13001000000000,CRV-USD,CRV/USD Spot,CRV/USD,CRV,USD,SPOT,0.001,0.1,1598328000000.0,USD,CRV,0.820,0.606,0.713,
,2,21001000000000,COMP-USD,COMP/USD Spot,COMP/USD,COMP,USD,SPOT,0.01,0.01,1603616400000.0,USD,COMP,191.95,141.87,166.91,
,3,5001000000000,BCH-USD,BCH/USD Spot,BCH/USD,BCH,USD,SPOT,0.05,0.01,1582948800000.0,USD,BCH,443.60,409.40,426.50,
,4,23001000000000,SUSHI-USD,SUSHI/USD Spot,SUSHI/USD,SUSHI,USD,SPOT,0.001,0.1,1604044800000.0,USD,SUSHI,4.410,3.258,3.834,
5,28001000000000,flexUSD-USD,flexUSD/USD Spot,flexUSD/,USD,flexUSD,USD,SPOT,0.0001,0.01,1607430600000.0,USD,flexUSD,1.0490,0.9490,0.9990,
,6,15001000000000,SNX-USD,SNX/USD Spot,SNX/USD,SNX,USD,SPOT,0.001,0.1,1602662400000.0,USD,SNX,14.561,10.761,12.661,
,7,25001000000000,YFL-USD,YFL/USD Spot,YFL/USD,YFL,USD,SPOT,0.01,0.1,1604674200000.0,USD,YFL,1765.25,1304.75,1535.00,
,8,10001000000000,LINK-USD,LINK/USD Spot,LINK/USD,LINK,USD,SPOT,0.001,0.1,1596168000000.0,USD,LINK,15.078,13.918,14.498,
,9,3001000000000,FLEX-USD,FLEX/USD Spot,FLEX/USD,FLEX,USD,SPOT,0.005,0.1,1593288000000.0,USD,FLEX,0.155,0.095,0.125,
,10,2001000000000,BTC-USD,BTC/USD Spot,BTC/USD,BTC,USD,SPOT,0.1,0.001,1593288000000.0,USD,BTC,35462.1,32734.1,34098.1,
,11,9001000000000,USDT-USD,USDT/USD Spot,USDT/USD,USDT,USD,SPOT,0.0001,0.01,USD,USDT,1.02,0.98,1,
,12,34001000000000,LTC-USD,LTC/USD Spot,LTC/USD,LTC,USD,SPOT,0.01,0.01,1609765200000.0,USD,LTC,172.51,146.95,159.73,
,13,4001000000000,ETH-USD,ETH/USD Spot,ETH/USD,ETH,USD,SPOT,0.1,0.01,USD,ETH,1147.9,1059.5,1103.7,
,14,27001000000000,DOT-USD,DOT/USD Spot,DOT/USD,DOT,USD,SPOT,0.001,0.01,1608037200000.0,USD,DOT,10.993,8.125,9.559,
,15,12001000000000,YFI-USD,YFI/USD Spot,YFI/USD,YFI,USD,SPOT,1,0.0001,1598356800000.0,USD,YFI,27296,20174,23735,
,16,22001000000000,BAL-USD,BAL/USD Spot,BAL/USD,BAL,USD,SPOT,0.001,0.01,1603537200000.0,USD,BAL,19.447,14.373,16.910,
,17,17001000000000,UNI-USD,UNI/USD Spot,UNI/USD,UNI,USD,SPOT,0.001,0.1,1602004434305.0,USD,UNI,6.995,5.169,6.082,
18,34001011000000,LTC-USD-SWAP-LIN,LTC/USD Perpetual (Linear),LTC/,USD,LTC,USD,FUTURE,0.01,0.01,1609765200000.0,USD,LTC,167.72,151.74,159.73,SWAP,
,19,21001011000000,COMP-USD-SWAP-LIN,COMP/USD Perpetual (Linear),COMP/,USD,COMP,USD,FUTURE,0.01,0.01,1603616400000.0,USD,COMP,180.27,153.55,166.91,SWAP,
,20,15001011000000,SNX-USD-SWAP-LIN,SNX/USD Perpetual (Linear),SNX/,USD,SNX,USD,FUTURE,0.001,0.1,1602662400000.0,USD,SNX,13.674,11.648,12.661,SWAP,
,21,17001011000000,UNI-USD-SWAP-LIN,UNI/USD Perpetual (Linear),UNI/,USD,UNI,USD,FUTURE,0.001,0.1,1602004684957.0,USD,UNI,6.691,5.473,6.082,SWAP,
,22,2001011000000,BTC-USD-SWAP-LIN,BTC/USD Perpetual (Linear),BTC/,USD,BTC,USD,FUTURE,0.5,0.001,1593288000000.0,USD,BTC,34781.0,33417.0,34099.0,SWAP,
,23,22001011000000,BAL-USD-SWAP-LIN,BAL/USD Perpetual (Linear),BAL/,USD,BAL,USD,FUTURE,0.001,0.01,1603537200000.0,USD,BAL,18.263,15.557,16.910,SWAP,
,24,9001011000000,USDT-USD-SWAP-LIN,USDT/USD Perpetual (Linear),USDT/,USD,USDT,USD,FUTURE,0.0001,0.01,USD,USDT,1.0221,0.9819,1.0020,SWAP,
,25,14001011000000,BAND-USD-SWAP-LIN,BAND/USD Perpetual (Linear),BAND/,USD,BAND,USD,FUTURE,0.001,0.1,1598356800000.0,USD,BAND,9.227,7.549,8.388,SWAP,
,26,5001011000000,BCH-USD-SWAP-LIN,BCH/USD Perpetual (Linear),BCH/,USD,BCH,USD,FUTURE,0.05,0.01,1582977600000.0,USD,BCH,460.65,392.35,426.50,SWAP,
,27,23001011000000,SUSHI-USD-SWAP-LIN,SUSHI/USD Perpetual (Linear),SUSHI/,USD,SUSHI,USD,FUTURE,0.001,0.1,1604044800000.0,USD,SUSHI,4.141,3.527,3.834,SWAP,
,28,10001011000000,LINK-USD-SWAP-LIN,LINK/USD Perpetual (Linear),LINK/,USD,LINK,USD,FUTURE,0.001,0.1,1596168000000.0,USD,LINK,14.933,14.063,14.498,SWAP,
,29,4001011000000,ETH-USD-SWAP-LIN,ETH/USD Perpetual (Linear),ETH/,USD,ETH,USD,FUTURE,0.01,0.01,USD,ETH,1125.85,1081.69,1103.77,SWAP,
,30,13001011000000,CRV-USD-SWAP-LIN,CRV/USD Perpetual (Linear),CRV/,USD,CRV,USD,FUTURE,0.001,0.1,1598356800000.0,USD,CRV,0.820,0.606,0.713,SWAP,
,31,12001011000000,YFI-USD-SWAP-LIN,YFI/USD Perpetual (Linear),YFI/,USD,YFI,USD,FUTURE,1,0.0001,1598356800000.0,USD,YFI,26109,21361,23735,SWAP,
,32,27001011000000,DOT-USD-SWAP-LIN,DOT/USD Perpetual (Linear),DOT/,USD,DOT,USD,FUTURE,0.001,0.01,1608037200000.0,USD,DOT,10.993,8.125,9.559,SWAP,
,33,4001021210326,ETH-USD-210326-LIN,ETH/USD 21-03-26 Future (Linear),ETH/,USD,ETH,USD,FUTURE,0.01,0.01,1607072576584.0,1616760000000.0,USD,ETH,1182.96,1125.24,1154.10,QUARTERLY,
,34,5001021210326,BCH-USD-210326-LIN,BCH/USD 21-03-26 Future (Linear),BCH/,USD,BCH,USD,FUTURE,0.05,0.01,1608898380000.0,1616760000000.0,USD,BCH,455.35,437.45,446.40,QUARTERLY,
,35,4001021211231,ETH-USD-211231-LIN,ETH/USD 21-12-31 Future (Linear),ETH/,USD,ETH,USD,FUTURE,0.01,0.01,1607072624582.0,1640952000000.0,USD,ETH,1394.75,1326.71,1360.73,QUARTERLY,
,36,4001021210625,ETH-USD-210625-LIN,ETH/USD 21-06-25 Future (Linear),ETH/,USD,ETH,USD,FUTURE,0.01,0.01,1607072592602.0,1624622400000.0,USD,ETH,1229.13,1169.17,1199.15,QUARTERLY,
,37,2001021210924,BTC-USD-210924-LIN,BTC/USD 21-09-24 Future (Linear),BTC/,USD,BTC,USD,FUTURE,0.5,0.001,1607072373392.0,1632484800000.0,USD,BTC,39473.5,37547.5,38510.5,QUARTERLY,
,38,2001021210326,BTC-USD-210326-LIN,BTC/USD 21-03-26 Future (Linear),BTC/,USD,BTC,USD,FUTURE,0.5,0.001,1607069626845.0,1616760000000.0,USD,BTC,36530.0,34748.0,35639.0,QUARTERLY,
,39,2001021211231,BTC-USD-211231-LIN,BTC/USD 21-12-31 Future (Linear),BTC/,USD,BTC,USD,FUTURE,0.5,0.001,1607072398791.0,1640952000000.0,USD,BTC,41118.5,39112.5,40115.5,QUARTERLY,
,40,2001021210625,BTC-USD-210625-LIN,BTC/USD 21-06-25 Future (Linear),BTC/,USD,BTC,USD,FUTURE,0.5,0.001,1607072353228.0,1624622400000.0,USD,BTC,37902.0,36053.0,36977.5,QUARTERLY,
,41,4001021210924,ETH-USD-210924-LIN,ETH/USD 21-09-24 Future (Linear),ETH/,USD,ETH,USD,FUTURE,0.01,0.01,1607072610106.0,1632484800000.0,USD,ETH,1279.37,1216.95,1248.16,QUARTERLY,
,42,36001101210115,BTC-Rate-WK0115,BTC-Rate/USD 21-01-15 Index (Linear),BTCRate/,USD,BTC-Rate,USD,INDEX,0.5,0.001,1608292800608.0,1610712000000.0,USD,BTC-Rate,153.0,113.0,133.0,WEEKLY,
,43,36001101210122,BTC-Rate-WK0122,BTC-Rate/USD 21-01-22 Index (Linear),BTCRate/,USD,BTC-Rate,USD,INDEX,0.5,0.001,1608897600354.0,1611316800000.0,USD,BTC-Rate,157.5,117.5,137.5,WEEKLY,
,44,36001101210129,BTC-Rate-WK0129,BTC-Rate/USD 21-01-29 Index (Linear),BTCRate/,USD,BTC-Rate,USD,INDEX,0.5,0.001,1609473600623.0,1611921600000.0,USD,BTC-Rate,160.5,120.5,140.5,WEEKLY,
,45,36001101210108,BTC-Rate-WK0108,BTC-Rate/USD 21-01-08 Index (Linear),BTCRate/,USD,BTC-Rate,USD,INDEX,0.5,0.001,1607689800000.0,1610107200000.0,USD,BTC-Rate,117.5,77.5,97.5,WEEKLY,
,46,36001081210129,BTC-Rate-Jan21,BTC-Rate/USD 21-01-29 Index (Linear),BTCRate/,USD,BTC-Rate,USD,INDEX,1,0.001,1606212000000.0,1611921600000.0,USD,BTC-Rate,668,568,618,MONTHLY,
,47,36001081210625,BTC-Rate-June21,BTC-Rate/USD 21-06-25 Index (Linear),BTCRate/,USD,BTC-Rate,USD,INDEX,1,0.001,1606212000000.0,1624622400000.0,USD,BTC-Rate,459,359,409,MONTHLY,
,48,36001081211231,BTC-Rate-Dec21,BTC-Rate/USD 21-12-31 Index (Linear),BTCRate/,USD,BTC-Rate,USD,INDEX,1,0.001,1608897660342.0,1640952000000.0,USD,BTC-Rate,617,517,567,MONTHLY,
,49,36001081210226,BTC-Rate-Feb21,BTC-Rate/USD 21-02-26 Index (Linear),BTCRate/,USD,BTC-Rate,USD,INDEX,1,0.001,1606212000000.0,1614340800000.0,USD,BTC-Rate,614,514,564,MONTHLY,
,50,36001081210730,BTC-Rate-July21,BTC-Rate/USD 21-07-30 Index (Linear),BTCRate/,USD,BTC-Rate,USD,INDEX,1,0.001,1606212000000.0,1627646400000.0,USD,BTC-Rate,632,532,582,MONTHLY,
,51,36001081210326,BTC-Rate-Mar21,BTC-Rate/USD 21-03-26 Index (Linear),BTCRate/,USD,BTC-Rate,USD,INDEX,1,0.001,1606212000000.0,1616760000000.0,USD,BTC-Rate,570,470,520,MONTHLY,
,52,36001081210827,BTC-Rate-Aug21,BTC-Rate/USD 21-08-27 Index (Linear),BTCRate/,USD,BTC-Rate,USD,INDEX,1,0.001,1606212000000.0,1630065600000.0,USD,BTC-Rate,526,426,476,MONTHLY,
,53,36001081210430,BTC-Rate-Apr21,BTC-Rate/USD 21-04-30 Index (Linear),BTCRate/,USD,BTC-Rate,USD,INDEX,1,0.001,1606212000000.0,1619784000000.0,USD,BTC-Rate,600,500,550,MONTHLY,
,54,36001081210924,BTC-Rate-Sept21,BTC-Rate/USD 21-09-24 Index (Linear),BTCRate/,USD,BTC-Rate,USD,INDEX,1,0.001,1606212000000.0,1632484800000.0,USD,BTC-Rate,524,424,474,MONTHLY,
,55,36001081211029,BTC-Rate-Oct21,BTC-Rate/USD 21-10-29 Index (Linear),BTCRate/,USD,BTC-Rate,USD,INDEX,1,0.001,1606212000000.0,1635508800000.0,USD,BTC-Rate,629,529,579,MONTHLY,
,56,36001081210528,BTC-Rate-May21,BTC-Rate/USD 21-05-28 Index (Linear),BTCRate/,USD,BTC-Rate,USD,INDEX,1,0.001,1606212000000.0,1622203200000.0,USD,BTC-Rate,434,334,384,MONTHLY,
,57,36001081211126,BTC-Rate-Nov21,BTC-Rate/USD 21-11-26 Index (Linear),BTCRate/,USD,BTC-Rate,USD,INDEX,1,0.001,1606212000000.0,1637928000000.0,USD,BTC-Rate,507,407,457,MONTHLY,
